#gene_id	transcript_id	chr	strand	transcript_intron_reads_FPK	intron_reads_FPK
ENSMUSG00000001962	ENSMUST00000114160	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001962	ENSMUST00000138242	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001962	ENSMUST00000149312	chrX	+	0.0	0,0,0
ENSMUSG00000001964	ENSMUST00000002029	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000001964	ENSMUST00000088313	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000001964	ENSMUST00000096424	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000001964	ENSMUST00000119197	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000001964	ENSMUST00000129516	chrX	+	0.0	0,0,0,0
ENSMUSG00000001964	ENSMUST00000152288	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000002006	ENSMUST00000002080	chrX	-	0.0	0,0,0,0,0,0,0,0,0
ENSMUSG00000002006	ENSMUST00000114438	chrX	-	0.0	0,0,0,0,0,0,0
ENSMUSG00000002007	ENSMUST00000002081	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002007	ENSMUST00000136664	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002007	ENSMUST00000137045	chrX	+	0.0	0,0,0
ENSMUSG00000002007	ENSMUST00000139630	chrX	+	0.0	0,0,0,0
ENSMUSG00000002010	ENSMUST00000052761	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002010	ENSMUST00000129070	chrX	-	0.0	0,0,0,0,0,0,0
ENSMUSG00000002010	ENSMUST00000129367	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000002010	ENSMUST00000130119	chrX	-	0.0	0,0,0
ENSMUSG00000002010	ENSMUST00000140944	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002010	ENSMUST00000142707	chrX	-	0	0,0,0,0
ENSMUSG00000002010	ENSMUST00000145341	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000002010	ENSMUST00000148419	chrX	-	0.0	0,0,0,0
ENSMUSG00000002010	ENSMUST00000156299	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002012	ENSMUST00000002087	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002012	ENSMUST00000114472	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002012	ENSMUST00000114473	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002012	ENSMUST00000129106	chrX	-	0	0,0,0,0,0,0,0
ENSMUSG00000002012	ENSMUST00000144187	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000002014	ENSMUST00000002090	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000002014	ENSMUST00000129239	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000002014	ENSMUST00000130738	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000002014	ENSMUST00000136544	chrX	+	0	0,0,0
ENSMUSG00000002014	ENSMUST00000141721	chrX	+	0.0	0,0,0,0
ENSMUSG00000002014	ENSMUST00000142829	chrX	+	0.0	0,0,0,0
ENSMUSG00000002014	ENSMUST00000155552	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000002014	ENSMUST00000166518	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000002015	ENSMUST00000002091	chrX	-	0.0	0,0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000004330	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000064407	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000114127	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000114128	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000114129	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000114130	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000114133	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000130802	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000132749	chrX	+	0.0	0,0,0,0
ENSMUSG00000004221	ENSMUST00000135165	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000138564	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000139036	chrX	+	0.0	0,0,0
ENSMUSG00000004221	ENSMUST00000143784	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000144947	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000149525	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000156707	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000164101	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004221	ENSMUST00000180230	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000008601	ENSMUST00000008745	chr3	-	2.380952380952381	0,3.278688524590164,0,0,0,0
ENSMUSG00000008601	ENSMUST00000131775	chr3	-	2.380952380952381	0,3.278688524590164,0,0,0,0,0
ENSMUSG00000008601	ENSMUST00000141371	chr3	-	0.0	0,0,0
ENSMUSG00000008601	ENSMUST00000149724	chr3	-	0	0,0,0
ENSMUSG00000008604	ENSMUST00000008748	chr3	+	11.758734455629812	2.6666666666666665,5.614035087719298,26.666666666666668,3.0120481927710845,7.783543365455893,13.209246472530772,54.91329479768786,4.065040650406504,0,5.524861878453039,14.979573309123921,0
ENSMUSG00000008604	ENSMUST00000192687	chr3	+	13.176470588235297	2.6666666666666665,13.176470588235295,0
ENSMUSG00000008604	ENSMUST00000192962	chr3	+	7.534533277521976	2.6666666666666665,5.614035087719298,26.666666666666668,3.0120481927710845,0
ENSMUSG00000008604	ENSMUST00000194303	chr3	+	9.859824186267522	2.6666666666666665,5.614035087719298,26.666666666666668,3.0120481927710845,7.783543365455893,13.209246472530772,0
ENSMUSG00000008604	ENSMUST00000195498	chr3	+	4.065040650406504	2.6666666666666665,4.065040650406504,0
ENSMUSG00000008682	ENSMUST00000008826	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000008682	ENSMUST00000074085	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000008682	ENSMUST00000125775	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000008682	ENSMUST00000134330	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000008682	ENSMUST00000135690	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000008682	ENSMUST00000138954	chrX	+	0.0	0,0,0
ENSMUSG00000008682	ENSMUST00000142142	chrX	+	0.0	0,0,0,0
ENSMUSG00000008682	ENSMUST00000144434	chrX	+	0.0	0,0,0
ENSMUSG00000008682	ENSMUST00000146584	chrX	+	0.0	0,0,0
ENSMUSG00000008682	ENSMUST00000149171	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000008682	ENSMUST00000151702	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000009214	ENSMUST00000009358	chr2	-	0	0,0,0,0,0,0
ENSMUSG00000009214	ENSMUST00000163967	chr2	-	0	0,0,0,0,0,0
ENSMUSG00000009216	ENSMUST00000151224	chr2	-	0	0.030768284052798373,0,0,0
ENSMUSG00000009614	ENSMUST00000091224	chr2	-	51.83225553595924	13.698630136986301,98.92569382273949,60.1640838650866,115.33052039381153,22.816265060240962,30.002542588354945,46.72531769305962,14.568903749701457,40.87048832271762,206.83287165281624,107.69980506822611,599.1735537190083,93.87755102040816,0
ENSMUSG00000009614	ENSMUST00000102886	chr2	-	53.19486644596617	13.698630136986301,98.92569382273949,60.1640838650866,115.33052039381153,22.816265060240962,30.002542588354945,51.489730980619036,36.7913148371532,14.568903749701457,40.87048832271762,206.83287165281624,107.69980506822611,599.1735537190083,52.29746070133011,75.68590350047303,219.74522292993632,0,0,0,0,0,0
ENSMUSG00000009614	ENSMUST00000127805	chr2	-	31.850708573032133	13.698630136986301,115.33052039381153,22.816265060240962,30.002542588354945,51.489730980619036,0
ENSMUSG00000009614	ENSMUST00000129975	chr2	-	0	13.698630136986301,0,0,0
ENSMUSG00000009614	ENSMUST00000139312	chr2	-	0	13.698630136986301,0,0,0,0,0
ENSMUSG00000009614	ENSMUST00000142136	chr2	-	98.92569382273949	13.698630136986301,98.92569382273949,0
ENSMUSG00000009614	ENSMUST00000144448	chr2	-	31.58292406497922	13.698630136986301,30.002542588354945,46.72531769305962,14.568903749701457,0
ENSMUSG00000009614	ENSMUST00000147089	chr2	-	57.751479289940825	13.698630136986301,30.002542588354945,431.5068493150685,0
ENSMUSG00000009614	ENSMUST00000149733	chr2	-	0	13.698630136986301,0,0,0,0,0
ENSMUSG00000009614	ENSMUST00000156434	chr2	-	41.760491299897645	13.698630136986301,98.92569382273949,60.1640838650866,115.33052039381153,20.39813221921848,0
ENSMUSG00000009621	ENSMUST00000056176	chr2	-	1.5896764540864037	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3168290755859888,0,2.2580645161290325,0
ENSMUSG00000009621	ENSMUST00000132642	chr2	-	1.3168290755859888	0,0,1.3168290755859888,0,0
ENSMUSG00000009621	ENSMUST00000135584	chr2	-	0	0,0,0,0
ENSMUSG00000009621	ENSMUST00000146843	chr2	-	0	0,0,0
ENSMUSG00000009621	ENSMUST00000148067	chr2	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000009621	ENSMUST00000149758	chr2	-	0	0,0,0,0,0,0,0
ENSMUSG00000009621	ENSMUST00000185188	chr2	-	1.5896764540864037	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3168290755859888,2.2580645161290325,0
ENSMUSG00000009995	ENSMUST00000069722	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000114180	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000114182	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000124200	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000124915	chrX	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000125972	chrX	+	0.0	0,0,0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000131116	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000132437	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000134432	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000134914	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000134936	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000135012	chrX	+	0.0	0,0,0
ENSMUSG00000009995	ENSMUST00000135504	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000146260	chrX	+	0.0	0,0,0
ENSMUSG00000009995	ENSMUST00000147844	chrX	+	0.0	0,0,0,0
ENSMUSG00000009995	ENSMUST00000149055	chrX	+	0.0	0,0,0
ENSMUSG00000009995	ENSMUST00000153459	chrX	+	0	0,0,0
ENSMUSG00000009995	ENSMUST00000156072	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000156212	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000156788	chrX	+	0.0	0,0,0,0
ENSMUSG00000009995	ENSMUST00000156880	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000009995	ENSMUST00000176453	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000010538	ENSMUST00000010682	chr3	-	0.8718395815170009	0,0,0,0.8718395815170009,0
ENSMUSG00000010538	ENSMUST00000107556	chr3	-	0.8718395815170009	0,0,0,0.8718395815170009,0
ENSMUSG00000010538	ENSMUST00000123536	chr3	-	0.8718395815170009	0,0.8718395815170009,0
ENSMUSG00000014852	ENSMUST00000014996	chr2	+	4.195288368447743	0.6666666666666666,7.2727272727272725,0,3.1890660592255125,0,0,3.795866722901729,4.47427293064877,0.8347245409015025,1.3908205841446453,30.0,4.765687053216839,4.0983606557377055,0,4.068348250610253,14.669926650366747,11.235955056179774,12.5,9.900990099009901,3.50385423966363,2.3837902264600714,1.6051364365971108,0,8.0,0
ENSMUSG00000014852	ENSMUST00000102891	chr2	+	3.675530554845308	0.6666666666666666,7.2727272727272725,0,3.1890660592255125,0,0,3.795866722901729,4.47427293064877,0.8347245409015025,1.3908205841446453,30.0,4.765687053216839,4.0983606557377055,0,4.068348250610253,14.669926650366747,11.235955056179774,12.5,9.900990099009901,3.50385423966363,2.3837902264600714,1.6051364365971108,0,4.112496683470416,0,0,8.097165991902834,1.1534025374855825,0,0
ENSMUSG00000014852	ENSMUST00000147216	chr2	+	0.8802816901408451	0.6666666666666666,1.1534025374855825,0,0
ENSMUSG00000014867	ENSMUST00000015011	chr2	-	6.868131868131868	2.849814762040467,0,0,0,0,6.868131868131868,0
ENSMUSG00000014867	ENSMUST00000153641	chr2	-	6.868131868131868	2.849814762040467,0,0,0,6.868131868131868,0
ENSMUSG00000014867	ENSMUST00000154651	chr2	-	6.868131868131868	2.849814762040467,0,0,6.868131868131868,0
ENSMUSG00000014873	ENSMUST00000015017	chr2	+	29.339853300733495	0,18.18181818181818,0,0,0,36.885245901639344,3.3333333333333335
ENSMUSG00000014873	ENSMUST00000125408	chr2	+	36.885245901639344	0,0,0,0,36.885245901639344,3.3333333333333335
ENSMUSG00000014873	ENSMUST00000126947	chr2	+	29.339853300733495	0,18.18181818181818,0,0,36.885245901639344,3.3333333333333335
ENSMUSG00000014873	ENSMUST00000135506	chr2	+	36.885245901639344	0,36.885245901639344,3.3333333333333335
ENSMUSG00000014873	ENSMUST00000143098	chr2	+	36.885245901639344	0,0,0,36.885245901639344,3.3333333333333335
ENSMUSG00000014873	ENSMUST00000157066	chr2	+	36.885245901639344	0,0,0,0,36.885245901639344,3.3333333333333335
ENSMUSG00000015289	ENSMUST00000015433	chrX	-	0	0,0,0,0
ENSMUSG00000015289	ENSMUST00000114152	chrX	-	0	0,0,0,0
ENSMUSG00000015289	ENSMUST00000114153	chrX	-	0	0,0,0
ENSMUSG00000015290	ENSMUST00000015434	chrX	-	0	0,0,0,0,0
ENSMUSG00000015290	ENSMUST00000125914	chrX	-	0	0,0,0,0
ENSMUSG00000015290	ENSMUST00000126117	chrX	-	0	0,0,0,0
ENSMUSG00000015290	ENSMUST00000126191	chrX	-	0	0,0,0
ENSMUSG00000015290	ENSMUST00000140632	chrX	-	0	0,0,0
ENSMUSG00000015290	ENSMUST00000155676	chrX	-	0	0,0,0,0,0
ENSMUSG00000015290	ENSMUST00000178691	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000015291	ENSMUST00000015435	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000015291	ENSMUST00000128915	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000015291	ENSMUST00000130581	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000015291	ENSMUST00000135041	chrX	+	0.0	0,0,0,0
ENSMUSG00000015291	ENSMUST00000137447	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000015291	ENSMUST00000144317	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000015291	ENSMUST00000145580	chrX	+	0.0	0,0,0,0
ENSMUSG00000015291	ENSMUST00000146013	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000015291	ENSMUST00000149391	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000015291	ENSMUST00000153141	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000015488	ENSMUST00000114003	chr2	+	7.018716577540107	0,6.020469596628537,0.7587253414264037,13.874066168623266,19.656019656019655,0,0.6666666666666666
ENSMUSG00000015488	ENSMUST00000114004	chr2	+	5.461283401599375	0,7.088474665266474,0.7587253414264037,0.6666666666666666
ENSMUSG00000015488	ENSMUST00000114005	chr2	+	5.461283401599375	0,7.088474665266474,0.7587253414264037,0,0.6666666666666666
ENSMUSG00000015488	ENSMUST00000114006	chr2	+	7.572245402565291	0,7.088474665266474,0.7587253414264037,13.874066168623266,19.656019656019655,0,0.6666666666666666
ENSMUSG00000015488	ENSMUST00000114007	chr2	+	7.572245402565291	0,7.088474665266474,0.7587253414264037,13.874066168623266,19.656019656019655,0.6666666666666666
ENSMUSG00000015488	ENSMUST00000133126	chr2	+	6.761213720316623	0,7.088474665266474,0.7587253414264037,0,13.874066168623266,0.6666666666666666
ENSMUSG00000015488	ENSMUST00000133807	chr2	+	5.461283401599376	0,6.420055029043106,11.152416356877323,0.7587253414264037,0.6666666666666666
ENSMUSG00000015488	ENSMUST00000145290	chr2	+	0	0,0,0.6666666666666666
ENSMUSG00000015776	ENSMUST00000015920	chr2	-	3.887269193391642	0,0,0,3.887269193391642,1.2422360248447206
ENSMUSG00000015776	ENSMUST00000102899	chr2	-	3.887269193391642	0,0,3.887269193391642,1.2422360248447206
ENSMUSG00000015776	ENSMUST00000139815	chr2	-	3.887269193391642	0,0,3.887269193391642,1.2422360248447206
ENSMUSG00000015787	ENSMUST00000102900	chr2	-	0	0,0,0,0,0,0,0
ENSMUSG00000015787	ENSMUST00000114045	chr2	-	0	0,0,0,0,0,0,0
ENSMUSG00000015790	ENSMUST00000015934	chr2	-	49.27007299270073	-3.726708074534162,0,18.01801801801802,640.0,0,24.253731343283583,111.1111111111111,0,56.0,0
ENSMUSG00000015790	ENSMUST00000128665	chr2	-	24.253731343283583	-3.726708074534162,24.253731343283583,0
ENSMUSG00000015790	ENSMUST00000129682	chr2	-	40.04711425206125	-3.726708074534162,24.253731343283583,111.1111111111111,56.0,0
ENSMUSG00000015790	ENSMUST00000129822	chr2	-	49.27007299270073	-3.726708074534162,18.01801801801802,640.0,0,24.253731343283583,111.1111111111111,0,56.0,0
ENSMUSG00000015790	ENSMUST00000133513	chr2	-	67.09265175718849	-3.726708074534162,111.1111111111111,56.0,0
ENSMUSG00000015790	ENSMUST00000142967	chr2	-	80.97165991902834	-3.726708074534162,18.01801801801802,640.0,0,0
ENSMUSG00000015790	ENSMUST00000147110	chr2	-	49.27007299270073	-3.726708074534162,18.01801801801802,640.0,0,24.253731343283583,111.1111111111111,56.0,0
ENSMUSG00000015790	ENSMUST00000150776	chr2	-	40.04711425206125	-3.726708074534162,0,24.253731343283583,111.1111111111111,56.0,0
ENSMUSG00000015790	ENSMUST00000167661	chr2	-	49.27007299270073	-3.726708074534162,0,18.01801801801802,640.0,0,24.253731343283583,111.1111111111111,0,56.0,0
ENSMUSG00000015790	ENSMUST00000183520	chr2	-	49.27007299270073	-3.726708074534162,0,18.01801801801802,640.0,0,24.253731343283583,111.1111111111111,0,56.0,0
ENSMUSG00000019087	ENSMUST00000019231	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019087	ENSMUST00000114171	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019087	ENSMUST00000124797	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000019087	ENSMUST00000135914	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000019087	ENSMUST00000136056	chrX	+	0.0	0,0,0,0,0,0,0,0,0
ENSMUSG00000019087	ENSMUST00000144075	chrX	+	0.0	0,0,0,0
ENSMUSG00000019087	ENSMUST00000144506	chrX	+	0.0	0,0,0,0
ENSMUSG00000019087	ENSMUST00000147275	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000019087	ENSMUST00000147900	chrX	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000019087	ENSMUST00000154630	chrX	+	0	0,0,0
ENSMUSG00000019088	ENSMUST00000019232	chrX	-	0.0	0,0,0,0,0,0,0,0,0
ENSMUSG00000019088	ENSMUST00000075821	chrX	-	0.0	0,0,0,0,0,0,0,0,0
ENSMUSG00000019088	ENSMUST00000114189	chrX	-	0.0	0,0,0,0
ENSMUSG00000019088	ENSMUST00000119361	chrX	-	0.0	0,0,0,0
ENSMUSG00000019088	ENSMUST00000128763	chrX	-	0	0,0,0
ENSMUSG00000019088	ENSMUST00000148882	chrX	-	0.0	0,0,0
ENSMUSG00000019558	ENSMUST00000033752	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019558	ENSMUST00000114464	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019558	ENSMUST00000114465	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019558	ENSMUST00000114467	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019558	ENSMUST00000146796	chrX	+	0.0	0,0,0,0
ENSMUSG00000019558	ENSMUST00000164449	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019558	ENSMUST00000166200	chrX	+	0.0	0,0,0,0,0
ENSMUSG00000019558	ENSMUST00000167828	chrX	+	0.0	0,0,0,0
ENSMUSG00000019558	ENSMUST00000168764	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000019558	ENSMUST00000168831	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019558	ENSMUST00000170574	chrX	+	0.0	0,0,0
ENSMUSG00000019558	ENSMUST00000170614	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019558	ENSMUST00000171398	chrX	+	0.0	0,0,0,0
